Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP ,RRS,NSPIN,ECRS
03/09/2025,04:00,N,0.29,0.3,0.3,0.08,0.04
03/09/2025,05:00,N,0.29,0.3,0.3,0.09,0.04
03/09/2025,06:00,N,0.29,0.31,0.31,0.1,0.05
03/09/2025,07:00,N,1.29,0.79,0.79,1.04,0.05
03/09/2025,08:00,N,4.05,1.5,1.5,2.9,0.12
03/09/2025,09:00,N,2.56,5.69,5.69,4,5.69
03/09/2025,10:00,N,5.88,6.99,3.35,3.35,3.35
03/09/2025,11:00,N,4.31,4.31,1.2,1.2,1.2
03/09/2025,12:00,N,2.16,2.16,1,1,1
03/09/2025,13:00,N,1.1,1.64,0.75,0.75,0.75
03/09/2025,14:00,N,1.39,0.82,0.54,0.58,0.54
03/09/2025,15:00,N,1.39,1.39,0.75,0.87,0.75
03/09/2025,16:00,N,1.39,1.58,0.98,0.99,0.99
03/09/2025,17:00,N,1.39,1.43,0.83,1,1
03/09/2025,18:00,N,2,7.46,1,1.1,1
03/09/2025,19:00,N,11.79,4.01,0.91,0.94,0.91
03/09/2025,20:00,N,6.98,11.27,11.27,11.27,11.27
03/09/2025,21:00,N,6.3,15.99,18,15.99,18
03/09/2025,22:00,N,0.19,25,22.07,21.57,22.07
03/09/2025,23:00,N,1.98,3.99,3.99,6.67,3.99
03/09/2025,24:00,N,0.31,1,1,3.15,1
03/10/2025,01:00,N,1.41,1,1,1,1
03/10/2025,02:00,N,0.29,0.98,0.98,0.98,0.98
03/10/2025,03:00,N,0.29,0.98,0.98,0.98,0.98
03/10/2025,04:00,N,0.29,0.98,0.98,0.98,0.98
03/10/2025,05:00,N,0.29,0.79,0.79,0.83,0.79
03/10/2025,06:00,N,1.29,0.58,0.58,0.62,0.58
03/10/2025,07:00,N,5.05,0.98,0.98,19.82,0.98
03/10/2025,08:00,N,4.9,26.92,33.81,33.81,33.81
03/10/2025,09:00,N,5.88,39.31,42.11,41.61,42.11
03/10/2025,10:00,N,4,19.75,19.5,18.46,19.5
03/10/2025,11:00,N,5,8.62,5,4.94,5
03/10/2025,12:00,N,4.31,4.31,1,1,1
03/10/2025,13:00,N,2.16,2.94,1,1,1
03/10/2025,14:00,N,1.39,0.99,0.79,0.79,0.79
03/10/2025,15:00,N,1.39,1.49,0.89,0.99,0.89
03/10/2025,16:00,N,1.39,1.58,0.98,1,1
03/10/2025,17:00,N,1.39,1.58,0.98,1,1
03/10/2025,18:00,N,1.41,1.6,1,1,1
03/10/2025,19:00,N,7.14,0.99,0.79,0.79,0.79
03/10/2025,20:00,N,2.22,2,2,2,1.95
03/10/2025,21:00,N,4.98,0.81,1.52,1.52,1.52
03/10/2025,22:00,N,0.19,1.5,0.99,1,0.05
03/10/2025,23:00,N,0.29,0.79,0.79,0.23,0.05
03/10/2025,24:00,N,0.29,0.79,0.79,0.09,0.04
03/11/2025,01:00,N,0.66,0.59,0.59,0.09,0.02
03/11/2025,02:00,N,0.69,0.59,0.5,0.09,0.04
03/11/2025,03:00,N,0.39,0.5,0.5,0.24,0.04
03/11/2025,04:00,N,0.39,0.5,0.5,0.24,0.04
03/11/2025,05:00,N,0.39,0.49,0.35,0.24,0.04
03/11/2025,06:00,N,1.39,0.94,0.32,0.24,0.04
03/11/2025,07:00,N,0.95,0.64,0.79,1.03,0.1
03/11/2025,08:00,N,0.63,1.05,1.05,3,0.11
03/11/2025,09:00,N,5.88,4.4,4.4,4.4,4.4
03/11/2025,10:00,N,4,5.69,5.43,5.43,5.43
03/11/2025,11:00,N,2.99,2.32,1.05,1.05,1.05
03/11/2025,12:00,N,1.16,1.26,1,1,1
03/11/2025,13:00,N,0.32,1.25,0.99,0.99,0.99
03/11/2025,14:00,N,0.88,1,0.56,0.75,0.56
03/11/2025,15:00,N,0.41,1.48,1,1,1
03/11/2025,16:00,N,0.9,1.45,1.04,1.04,1.04
03/11/2025,17:00,N,1.47,2.6,1.06,1.06,1.06
03/11/2025,18:00,N,4.53,4.53,1.1,1.1,1.1
03/11/2025,19:00,N,6.44,3.99,3.99,4,3.99
03/11/2025,20:00,N,2.46,3.42,7.32,7.32,7.32
03/11/2025,21:00,N,3.92,3.8,6.74,6.74,6.74
03/11/2025,22:00,N,1.98,2.03,1.5,4.52,1.5
03/11/2025,23:00,N,1.27,1.27,0.74,0.22,0.05
03/11/2025,24:00,N,1.19,1.29,0.76,0.52,0.04
03/12/2025,01:00,N,0.74,0.75,0.75,0.08,0.02
03/12/2025,02:00,N,0.39,0.59,0.59,0.08,0.04
03/12/2025,03:00,N,0.39,0.5,0.5,0.2,0.04
03/12/2025,04:00,N,0.39,0.49,0.49,0.2,0.04
03/12/2025,05:00,N,0.39,0.49,0.43,0.2,0.04
03/12/2025,06:00,N,1.39,1.49,0.37,0.2,0.04
03/12/2025,07:00,N,1.05,0.49,1.06,1.06,0.1
03/12/2025,08:00,N,1.98,1.2,2,1.06,0.12
03/12/2025,09:00,N,3,8,8,5.1,8
03/12/2025,10:00,N,2,6.87,8,5.67,8
03/12/2025,11:00,N,1.94,2.37,1.05,1.05,1.05
03/12/2025,12:00,N,0.93,1.4,1,1,1
03/12/2025,13:00,N,0.34,1.42,0.98,0.98,0.98
03/12/2025,14:00,N,0.26,0.78,0.54,0.69,0.54
03/12/2025,15:00,N,0.26,1.21,0.99,0.99,0.99
03/12/2025,16:00,N,0.78,1.29,1,1,1
03/12/2025,17:00,N,1.47,1.66,0.85,1,1
03/12/2025,18:00,N,1.47,1.59,1,1,1
03/12/2025,19:00,N,4.95,1.61,1.61,1.61,1.61
03/12/2025,20:00,N,4,3.93,8.17,8.17,8.17
03/12/2025,21:00,N,3.96,2.14,7.34,7.34,7.23
03/12/2025,22:00,N,1.98,4.4,4.4,9.68,4.4
03/12/2025,23:00,N,1.02,1,0.5,0.48,0.05
03/12/2025,24:00,N,0.92,1,0.51,0.25,0.04
03/13/2025,01:00,N,0.7,0.59,0.5,0.07,0.02
03/13/2025,02:00,N,0.59,0.59,0.5,0.07,0.04
03/13/2025,03:00,N,0.59,0.59,0.37,0.2,0.04
03/13/2025,04:00,N,0.59,0.72,0.37,0.19,0.04
03/13/2025,05:00,N,0.59,0.59,0.37,0.19,0.04
03/13/2025,06:00,N,1.59,1.59,0.3,0.1,0.1
03/13/2025,07:00,N,1.5,0.69,1.5,1.06,0.11
03/13/2025,08:00,N,3.42,1.5,2.99,2.99,0.37
03/13/2025,09:00,N,5.94,7.5,7.5,7,7.5
03/13/2025,10:00,N,2.62,9.78,8.02,8.02,8.02
03/13/2025,11:00,N,0.69,1.6,1.25,1.25,1.25
03/13/2025,12:00,N,1.22,1.66,1,1,1
03/13/2025,13:00,N,0.54,1.68,0.89,0.97,0.89
03/13/2025,14:00,N,0.81,1.93,0.61,0.94,0.61
03/13/2025,15:00,N,0.7,2.15,1.05,1.05,1.05
03/13/2025,16:00,N,0.81,2.55,1.1,1.1,1.1
03/13/2025,17:00,N,1.15,3.26,1.1,1.25,1.25
03/13/2025,18:00,N,1.47,3.26,1.26,2.26,1.26
03/13/2025,19:00,N,5.38,4.92,5,5,5
03/13/2025,20:00,N,4.95,12.12,21.24,19.54,21.24
03/13/2025,21:00,N,2.09,1.89,8.12,8.12,8.12
03/13/2025,22:00,N,1.98,3.08,3.99,10.72,3.99
03/13/2025,23:00,N,1.48,1.53,1,1.01,1
03/13/2025,24:00,N,1.02,1.29,0.76,0.24,0.04
03/14/2025,01:00,N,0.59,0.59,0.59,0.06,0.04
03/14/2025,02:00,N,0.59,0.59,0.59,0.06,0.04
03/14/2025,03:00,N,0.59,0.59,0.32,0.19,0.04
03/14/2025,04:00,N,0.59,0.59,0.4,0.18,0.04
03/14/2025,05:00,N,0.59,0.59,0.37,0.18,0.05
03/14/2025,06:00,N,1.59,1.59,0.3,0.08,0.05
03/14/2025,07:00,N,0.98,0.49,0.55,0.99,0.1
03/14/2025,08:00,N,1.96,0.49,1,1,0.87
03/14/2025,09:00,N,1.96,7.5,7.5,4.19,7.5
03/14/2025,10:00,N,1.67,8.75,5,4.1,5
03/14/2025,11:00,N,0.92,1.99,1,1,1
03/14/2025,12:00,N,0.78,1.1,0.81,0.92,0.84
03/14/2025,13:00,N,0.28,0.86,0.6,0.75,0.6
03/14/2025,14:00,N,0.36,0.94,0.5,0.58,0.5
03/14/2025,15:00,N,0.26,1.21,0.99,0.99,0.99
03/14/2025,16:00,N,0.28,1.26,0.99,1,1
03/14/2025,17:00,N,0.45,1.61,0.85,1,1
03/14/2025,18:00,N,0.45,1.59,1,1,1
03/14/2025,19:00,N,2.02,4.81,4.81,5,5
03/14/2025,20:00,N,2,8.95,14.57,18.57,14.57
03/14/2025,21:00,N,2,3.64,6.64,6.64,6.64
03/14/2025,22:00,N,1.98,3.08,4.9,13.39,4.9
03/14/2025,23:00,N,1.12,1.53,1,1,1
03/14/2025,24:00,N,1.02,1.15,0.62,0.62,0.18
03/15/2025,01:00,N,0.59,0.59,0.5,0.07,0.02
03/15/2025,02:00,N,0.59,0.53,0.5,0.07,0.04
03/15/2025,03:00,N,0.59,0.53,0.3,0.18,0.04
03/15/2025,04:00,N,0.59,0.53,0.3,0.17,0.04
03/15/2025,05:00,N,0.59,0.59,0.32,0.17,0.04
03/15/2025,06:00,N,1.59,1.59,0.3,0.08,0.1
03/15/2025,07:00,N,1.15,0.36,0.52,0.99,0.11
03/15/2025,08:00,N,1.48,0.31,1,1,0.12
03/15/2025,09:00,N,2,1.99,1.99,1.49,1.99
03/15/2025,10:00,N,0.99,3.99,2.39,1.8,2.39
03/15/2025,11:00,N,0.92,1.99,1,1,1
03/15/2025,12:00,N,0.69,0.82,0.62,0.94,0.62
03/15/2025,13:00,N,0.24,0.68,0.5,0.71,0.5
03/15/2025,14:00,N,0.24,0.69,0.49,0.64,0.49
03/15/2025,15:00,N,0.19,1.08,0.98,0.98,0.98
03/15/2025,16:00,N,0.19,1.09,0.99,1,1
03/15/2025,17:00,N,0.38,1.48,0.85,1,1
03/15/2025,18:00,N,1.36,1.48,1,1,1
03/15/2025,19:00,N,2.02,1.5,1.1,1,1.1
03/15/2025,20:00,N,2,4.26,4.26,8.26,4.26
03/15/2025,21:00,N,2,3.61,3.61,5,3.61
03/15/2025,22:00,N,1.98,10.42,3.98,18.18,3.98
03/15/2025,23:00,N,1.98,23.51,1,1.06,1
03/15/2025,24:00,N,1.98,13.93,1,1.04,1
03/16/2025,01:00,N,0.79,0.96,0.96,1,0.96
03/16/2025,02:00,N,0.79,1,1,1,1
03/16/2025,03:00,N,0.79,0.96,0.96,1,0.96
03/16/2025,04:00,N,0.79,0.79,0.79,0.92,0.79
03/16/2025,05:00,N,0.79,0.87,0.87,0.92,0.87
03/16/2025,06:00,N,1.79,1.79,0.79,0.91,0.79
03/16/2025,07:00,N,2.33,0.39,1,2,1
03/16/2025,08:00,N,2.46,0.25,1.5,4,1.5
03/16/2025,09:00,N,4,4,6.18,6.18,6.18
03/16/2025,10:00,N,1.36,3.5,4.41,1.95,4.41
03/16/2025,11:00,N,0.29,0.29,1.07,1.06,1.07
03/16/2025,12:00,N,0.77,0.77,0.95,0.95,0.95
03/16/2025,13:00,N,0.24,0.73,0.55,0.69,0.55
03/16/2025,14:00,N,0.24,0.68,0.5,0.52,0.5
03/16/2025,15:00,N,0.19,1.06,0.96,0.96,0.96
03/16/2025,16:00,N,0.19,1.09,0.99,1,1
03/16/2025,17:00,N,0.38,1.48,0.85,1,1
03/16/2025,18:00,N,1.36,1.67,1,1.1,1
03/16/2025,19:00,N,2.51,9.69,7.19,11.19,7.19
03/16/2025,20:00,N,9.79,12.99,12.99,19.64,12.99
03/16/2025,21:00,N,4.98,14.77,25,25,25
03/16/2025,22:00,N,1.98,11.01,10,40.1,10
03/16/2025,23:00,N,1.98,17.03,5.25,5.5,5.25
03/16/2025,24:00,N,1.98,12.73,1.5,1.5,1.5
03/17/2025,01:00,N,0.56,1,1,0.1,0.04
03/17/2025,02:00,N,0.56,1,1,0.11,0.05
03/17/2025,03:00,N,0.56,0.56,0.5,0.25,0.05
03/17/2025,04:00,N,0.56,0.56,0.5,0.25,0.05
03/17/2025,05:00,N,0.56,0.56,0.5,0.25,0.14
03/17/2025,06:00,N,1.56,0.54,0.53,0.15,0.15
03/17/2025,07:00,N,0.57,0.16,1,1,0.16
03/17/2025,08:00,N,0.6,0.1,1.01,1.01,0.17
03/17/2025,09:00,N,1.86,3.3,2.99,1.1,2.99
03/17/2025,10:00,N,1.96,2.32,2.99,1.15,2.99
03/17/2025,11:00,N,0.29,0.29,1,1,1
03/17/2025,12:00,N,0.29,0.77,0.99,0.99,0.99
03/17/2025,13:00,N,0.19,0.86,0.76,0.91,0.76
03/17/2025,14:00,N,0.19,0.59,0.5,0.69,0.5
03/17/2025,15:00,N,0.19,1.09,0.99,0.99,0.99
03/17/2025,16:00,N,0.5,1.1,1,1,1
03/17/2025,17:00,N,1.01,1.52,1,1.04,1.04
03/17/2025,18:00,N,1.12,1.47,1,1,1
03/17/2025,19:00,N,1.02,1.01,1.01,1.01,1.01
03/17/2025,20:00,N,2,2.6,2.87,2.87,2.87
03/17/2025,21:00,N,0.9,0.9,2.99,2.99,2.99
03/17/2025,22:00,N,1.02,1.02,1.1,1.34,1
03/17/2025,23:00,N,1.96,1,1,0.92,0.06
03/17/2025,24:00,N,0.67,1,0.66,0.2,0.03
03/18/2025,01:00,N,0.59,1,1,0.07,0.02
03/18/2025,02:00,N,0.59,0.59,0.59,0.07,0.03
03/18/2025,03:00,N,0.59,0.59,0.5,0.09,0.04
03/18/2025,04:00,N,0.59,0.59,0.37,0.09,0.04
03/18/2025,05:00,N,0.59,0.59,0.35,0.2,0.04
03/18/2025,06:00,N,1.59,1.58,0.37,0.1,0.04
03/18/2025,07:00,N,1.96,0.63,1,1,0.1
03/18/2025,08:00,N,1.98,0.45,1,1.04,0.12
03/18/2025,09:00,N,1.98,2.42,2.42,1.95,2.42
03/18/2025,10:00,N,0.99,2.6,1.95,1.95,1.95
03/18/2025,11:00,N,0.29,0.29,1.5,1.5,1.5
03/18/2025,12:00,N,0.29,0.29,1.03,1.03,1.03
03/18/2025,13:00,N,0.19,0.95,0.86,0.96,0.86
03/18/2025,14:00,N,0.19,0.59,0.5,0.69,0.5
03/18/2025,15:00,N,0.19,1.09,1,1,1
03/18/2025,16:00,N,0.19,1.1,1.01,1.01,1.01
03/18/2025,17:00,N,0.38,1.49,1.01,1.01,1.01
03/18/2025,18:00,N,0.38,1.35,0.99,1.04,0.99
03/18/2025,19:00,N,1.02,1.67,1,1,1
03/18/2025,20:00,N,2.7,1.93,4.48,5,4.48
03/18/2025,21:00,N,2.93,0.98,5,5,5
03/18/2025,22:00,N,1.53,1.53,3.99,8,3.99
03/18/2025,23:00,N,1.96,1.96,1,1,1
03/18/2025,24:00,N,0.67,1.16,0.69,0.2,0.05
03/19/2025,01:00,N,0.59,0.59,0.5,0.07,0.02
03/19/2025,02:00,N,0.59,0.59,0.49,0.07,0.03
03/19/2025,03:00,N,0.59,0.59,0.3,0.1,0.04
03/19/2025,04:00,N,0.59,0.59,0.3,0.1,0.03
03/19/2025,05:00,N,0.49,0.59,0.31,0.2,0.04
03/19/2025,06:00,N,0.54,1.58,0.3,0.09,0.04
03/19/2025,07:00,N,0.16,0.5,1,1.03,0.05
03/19/2025,08:00,N,0.24,1.09,1.09,4,0.11
03/19/2025,09:00,N,2.02,4,4,7,4
03/19/2025,10:00,N,0.78,3.12,2.87,2.87,2.87
03/19/2025,11:00,N,0.29,0.29,1.05,1.05,1.05
03/19/2025,12:00,N,0.29,0.77,1,1,1
03/19/2025,13:00,N,0.19,0.59,0.5,0.93,0.5
03/19/2025,14:00,N,0.19,0.58,0.49,0.92,0.49
03/19/2025,15:00,N,0.59,0.94,0.85,1,0.85
03/19/2025,16:00,N,0.19,1.09,1,1,1
03/19/2025,17:00,N,0.38,1.48,0.81,1,1
03/19/2025,18:00,N,1.36,1.67,1,1,1
03/19/2025,19:00,N,1.02,1.36,0.69,0.69,0.5
03/19/2025,20:00,N,1.05,1.41,1.41,1.06,0.13
03/19/2025,21:00,N,1.87,2.15,2.15,2.15,2.15
03/19/2025,22:00,N,1.03,9.46,1,1.15,0.24
03/19/2025,23:00,N,1.98,18.61,1,1,0.24
03/19/2025,24:00,N,1.98,9.56,1,1,0.24
03/20/2025,01:00,N,0.93,1.23,0.42,0.1,0.04
03/20/2025,02:00,N,0.93,1.23,0.37,0.11,0.05
03/20/2025,03:00,N,0.84,0.93,0.37,0.24,0.12
03/20/2025,04:00,N,0.93,0.93,0.49,0.49,0.13
03/20/2025,05:00,N,0.93,0.93,0.51,0.79,0.51
03/20/2025,06:00,N,1.93,1.93,0.79,0.79,0.79
03/20/2025,07:00,N,4.25,4.97,15.86,24,15.86
03/20/2025,08:00,N,8.34,6.02,21.56,25,21.56
03/20/2025,09:00,N,14,29.2,36.63,36.63,36.63
03/20/2025,10:00,N,5.49,11.63,11.13,11.13,11.13
03/20/2025,11:00,N,2,3.3,2.66,2.65,2.66
03/20/2025,12:00,N,0.57,1.5,1.06,1.06,1.06
03/20/2025,13:00,N,0.36,1.48,1,1,1
03/20/2025,14:00,N,0.36,0.98,0.5,0.65,0.5
03/20/2025,15:00,N,0.36,1.48,1,1,1
03/20/2025,16:00,N,0.78,1.3,1.01,1.04,1.04
03/20/2025,17:00,N,1.47,2.25,1.01,1.01,1.01
03/20/2025,18:00,N,1.47,2.33,1,1,1
03/20/2025,19:00,N,3,4.04,1.1,0.92,1.1
03/20/2025,20:00,N,5.88,6.28,9.31,9.31,9.31
03/20/2025,21:00,N,4.98,5.8,9,9,8.02
03/20/2025,22:00,N,1.98,5.79,5,6.5,5
03/20/2025,23:00,N,1.98,1.11,1,0.24,0.24
03/20/2025,24:00,N,1.98,1.35,0.99,0.2,0.04
03/21/2025,01:00,N,1.17,1.17,1,0.09,0.02
03/21/2025,02:00,N,1.17,1.17,0.5,0.1,0.03
03/21/2025,03:00,N,0.83,0.83,0.4,0.23,0.04
03/21/2025,04:00,N,0.83,0.83,0.5,0.25,0.03
03/21/2025,05:00,N,0.63,0.83,0.3,0.21,0.04
03/21/2025,06:00,N,0.84,2.17,0.37,0.2,0.04
03/21/2025,07:00,N,0.15,0.68,1,1,0.05
03/21/2025,08:00,N,3.01,0.75,1.05,1.05,0.11
03/21/2025,09:00,N,5.55,4.95,4.95,4.95,4.95
03/21/2025,10:00,N,2,3.12,2.2,2.2,2.2
03/21/2025,11:00,N,0.49,0.99,0.99,0.99,0.99
03/21/2025,12:00,N,0.29,0.81,0.81,0.96,0.81
03/21/2025,13:00,N,0.14,0.5,0.5,0.93,0.5
03/21/2025,14:00,N,0.14,0.49,0.49,0.64,0.49
03/21/2025,15:00,N,0.49,0.99,0.99,0.99,0.99
03/21/2025,16:00,N,0.49,1,1,1,1
03/21/2025,17:00,N,0.55,1.8,0.85,1,1
03/21/2025,18:00,N,1.47,1.8,1,1,1
03/21/2025,19:00,N,2.98,2.96,1,0.92,0.89
03/21/2025,20:00,N,5.32,8.04,13.14,10.19,13.14
03/21/2025,21:00,N,3.16,7.53,11.31,10.51,11.31
03/21/2025,22:00,N,1.98,6.6,5,6.1,5
03/21/2025,23:00,N,1.71,3,1,0.5,0.05
03/21/2025,24:00,N,1.53,1.24,1,0.3,0.05
03/22/2025,01:00,N,0.83,0.83,0.54,0.1,0.02
03/22/2025,02:00,N,0.83,0.83,0.37,0.1,0.04
03/22/2025,03:00,N,0.83,0.83,0.37,0.22,0.04
03/22/2025,04:00,N,0.83,0.83,0.35,0.25,0.04
03/22/2025,05:00,N,0.83,0.83,0.37,0.2,0.05
03/22/2025,06:00,N,1.83,1.83,0.35,0.15,0.05
03/22/2025,07:00,N,1.96,0.71,1.01,1.01,0.05
03/22/2025,08:00,N,1.2,0.51,1.06,1.06,0.17
03/22/2025,09:00,N,1.44,5,5,5,5
03/22/2025,10:00,N,0.9,3,2.68,2.65,2.68
03/22/2025,11:00,N,0.29,1,1,1,1
03/22/2025,12:00,N,0.29,1,1,1,1
03/22/2025,13:00,N,0.14,0.77,0.77,0.92,0.77
03/22/2025,14:00,N,0.14,0.5,0.5,0.75,0.5
03/22/2025,15:00,N,0.49,0.99,0.99,0.99,0.99
03/22/2025,16:00,N,0.15,1,1,1,1
03/22/2025,17:00,N,0.35,1.41,1,1.01,1
03/22/2025,18:00,N,1.3,1.41,1,1,1
03/22/2025,19:00,N,1.7,1,1,0.91,0.91
03/22/2025,20:00,N,2.02,1.53,1.58,1.03,0.16
03/22/2025,21:00,N,2.02,1.53,1.53,1.03,0.2
03/22/2025,22:00,N,1.98,3.96,1,1,0.05
03/22/2025,23:00,N,1.98,1.48,0.99,0.3,0.04
03/22/2025,24:00,N,1.05,0.7,0.91,0.29,0.03
03/23/2025,01:00,N,0.49,0.5,0.5,0.09,0.02
03/23/2025,02:00,N,0.48,0.6,0.45,0.09,0.04
03/23/2025,03:00,N,0.49,0.5,0.5,0.21,0.04
03/23/2025,04:00,N,0.48,0.49,0.34,0.24,0.04
03/23/2025,05:00,N,0.49,0.49,0.36,0.19,0.04
03/23/2025,06:00,N,0.64,1.49,0.36,0.14,0.04
03/23/2025,07:00,N,0.16,0.84,1,1.02,0.04
03/23/2025,08:00,N,1.23,0.64,1,1.03,0.06
03/23/2025,09:00,N,1.96,3.75,3.75,3.75,3.75
03/23/2025,10:00,N,1.03,3.56,2.5,2.5,2.5
03/23/2025,11:00,N,0.29,1,1,1,1
03/23/2025,12:00,N,0.29,0.99,0.99,0.99,0.99
03/23/2025,13:00,N,0.14,0.77,0.77,0.92,0.77
03/23/2025,14:00,N,0.14,0.5,0.5,0.75,0.5
03/23/2025,15:00,N,0.49,0.99,0.99,0.99,0.99
03/23/2025,16:00,N,0.49,1,1,1,1
03/23/2025,17:00,N,0.35,1.41,1,1.03,1
03/23/2025,18:00,N,1.3,1.41,1,1.01,1
03/23/2025,19:00,N,4.18,1.03,1.03,1.03,1.03
03/23/2025,20:00,N,1.96,1.71,3.49,3.49,3.49
03/23/2025,21:00,N,1.96,1.04,3,3,3
03/23/2025,22:00,N,1,3.3,1.75,2,1.21
03/23/2025,23:00,N,1.98,1.97,0.93,0.93,0.05
03/23/2025,24:00,N,1.05,0.7,0.91,0.91,0.05
03/24/2025,01:00,N,0.99,1,0.5,0.08,0.02
03/24/2025,02:00,N,0.99,1,0.41,0.08,0.04
03/24/2025,03:00,N,0.99,0.99,0.45,0.09,0.04
03/24/2025,04:00,N,0.99,0.99,0.5,0.09,0.04
03/24/2025,05:00,N,0.74,0.99,0.5,0.14,0.04
03/24/2025,06:00,N,1.98,1.99,0.37,0.11,0.05
03/24/2025,07:00,N,0.33,1,1,5,0.16
03/24/2025,08:00,N,11.65,1.5,1.5,5.5,1.5
03/24/2025,09:00,N,10.02,10.46,13.66,15.75,13.66
03/24/2025,10:00,N,2,6.32,6.85,6.85,6.85
03/24/2025,11:00,N,0.47,1.7,1.5,1.5,1.5
03/24/2025,12:00,N,0.47,1.2,1,1,1
03/24/2025,13:00,N,0.24,0.94,0.74,0.94,0.74
03/24/2025,14:00,N,0.24,0.7,0.5,0.69,0.5
03/24/2025,15:00,N,0.24,1.19,0.99,1,0.99
03/24/2025,16:00,N,0.5,1.41,1.02,1.06,1.06
03/24/2025,17:00,N,1.39,2.37,1.5,3.9,1.7
03/24/2025,18:00,N,1.47,2.44,1.5,6.85,1.77
03/24/2025,19:00,N,25,16.29,9.38,9.38,9.38
03/24/2025,20:00,N,7.2,29.8,54.95,40.17,54.95
03/24/2025,21:00,N,4.98,38.53,56.35,56.35,56.35
03/24/2025,22:00,N,1.98,32.59,39.6,65.25,39.6
03/24/2025,23:00,N,1.98,23.13,20,20,20
03/24/2025,24:00,N,1.98,8.36,9.94,9.94,9.94
03/25/2025,01:00,N,0.83,1,1,0.08,0.02
03/25/2025,02:00,N,0.83,1,1,0.07,0.04
03/25/2025,03:00,N,0.83,0.83,0.83,0.08,0.04
03/25/2025,04:00,N,0.83,0.83,0.54,0.12,0.04
03/25/2025,05:00,N,0.83,0.83,0.51,0.14,0.04
03/25/2025,06:00,N,1.83,1.83,0.5,0.1,0.04
03/25/2025,07:00,N,2.88,0.89,1.1,1.1,0.04
03/25/2025,08:00,N,5.01,1.15,5,5,0.17
03/25/2025,09:00,N,14.77,8.01,8.01,8.01,8.01
03/25/2025,10:00,N,5.25,6.48,6.75,6.75,6.75
03/25/2025,11:00,N,0.51,1.5,1.3,1.3,1.3
03/25/2025,12:00,N,0.69,1.18,1,1,1
03/25/2025,13:00,N,0.69,0.73,0.53,0.75,0.53
03/25/2025,14:00,N,0.69,0.69,0.49,0.64,0.49
03/25/2025,15:00,N,0.69,1.19,0.99,0.99,0.99
03/25/2025,16:00,N,0.88,1.9,1.51,1.75,1.75
03/25/2025,17:00,N,0.55,2.55,1.51,3.99,1.98
03/25/2025,18:00,N,1.47,2.79,1.51,6,1.99
03/25/2025,19:00,N,13.22,11.46,1.51,3.14,3.14
03/25/2025,20:00,N,19,26.07,48.08,10.64,35.63
03/25/2025,21:00,N,4.98,22.35,38.98,14,33.73
03/25/2025,22:00,N,1.98,16.71,19.27,19.27,19.27
03/25/2025,23:00,N,1.98,8.09,1,1,1
03/25/2025,24:00,N,1.98,4.18,1,0.49,0.04
03/26/2025,01:00,N,0.59,0.84,0.51,0.07,0.03
03/26/2025,02:00,N,0.59,0.84,0.5,0.07,0.04
03/26/2025,03:00,N,0.34,0.77,0.49,0.08,0.04
03/26/2025,04:00,N,0.59,0.68,0.37,0.11,0.04
03/26/2025,05:00,N,0.59,0.81,0.33,0.13,0.04
03/26/2025,06:00,N,0.54,0.96,0.49,0.08,0.04
03/26/2025,07:00,N,0.81,0.59,0.59,1,0.05
03/26/2025,08:00,N,1.4,1,1,3,0.88
03/26/2025,09:00,N,3.92,6.41,6.41,6.41,6.41
03/26/2025,10:00,N,1.57,3.94,3.8,3.8,3.8
03/26/2025,11:00,N,0.63,1.03,1,1,1
03/26/2025,12:00,N,0.97,1.12,0.98,1,0.98
03/26/2025,13:00,N,1.01,0.97,0.79,0.94,0.79
03/26/2025,14:00,N,2.21,1.25,0.76,0.91,0.76
03/26/2025,15:00,N,2.21,1.55,0.85,1,0.99
03/26/2025,16:00,N,1.47,1.36,1,1.1,1.1
03/26/2025,17:00,N,1.63,1.62,1.45,1.5,1.5
03/26/2025,18:00,N,1.96,2.44,1.65,2.19,2.19
03/26/2025,19:00,N,1.78,1.7,1.02,1.02,1.02
03/26/2025,20:00,N,1,3,1.5,1.64,0.95
03/26/2025,21:00,N,2.27,4.66,4.66,3.68,3.68
03/26/2025,22:00,N,0.71,1.5,1.5,1.5,0.18
03/26/2025,23:00,N,0.9,1.07,0.87,0.2,0.04
03/26/2025,24:00,N,0.88,1.14,0.99,0.2,0.04
03/27/2025,01:00,N,0.52,0.59,0.47,0.07,0.03
03/27/2025,02:00,N,0.59,0.66,0.46,0.07,0.04
03/27/2025,03:00,N,0.59,0.63,0.44,0.08,0.04
03/27/2025,04:00,N,0.44,0.69,0.44,0.1,0.04
03/27/2025,05:00,N,0.59,0.81,0.44,0.12,0.04
03/27/2025,06:00,N,0.38,1.03,0.37,0.07,0.04
03/27/2025,07:00,N,0.26,0.51,0.51,1.04,0.05
03/27/2025,08:00,N,0.53,0.99,0.98,3,0.88
03/27/2025,09:00,N,2.24,6.6,6.6,6.6,6.6
03/27/2025,10:00,N,1.18,6.5,6.5,6.5,6.5
03/27/2025,11:00,N,0.6,1.16,1.1,1.1,1.1
03/27/2025,12:00,N,0.5,1.09,1,1,1
03/27/2025,13:00,N,0.63,0.76,0.6,0.75,0.6
03/27/2025,14:00,N,0.63,0.69,0.51,0.66,0.51
