Delivery Date,Hour Ending,Repeated Hour Flag,Settlement Point,Settlement Point Price
01/05/2024,10:00,N,LZ_RAYBN,18.44
01/05/2024,10:00,N,LZ_SOUTH,17.71
01/05/2024,10:00,N,LZ_WEST,18.12
01/05/2024,11:00,N,HB_BUSAVG,16.82
01/05/2024,11:00,N,HB_HOUSTON,17.14
01/05/2024,11:00,N,HB_HUBAVG,16.69
01/05/2024,11:00,N,HB_NORTH,17.09
01/05/2024,11:00,N,HB_PAN,16.66
01/05/2024,11:00,N,HB_SOUTH,16.4
01/05/2024,11:00,N,HB_WEST,16.12
01/05/2024,11:00,N,LZ_AEN,16.8
01/05/2024,11:00,N,LZ_CPS,16.7
01/05/2024,11:00,N,LZ_HOUSTON,17.32
01/05/2024,11:00,N,LZ_LCRA,16.92
01/05/2024,11:00,N,LZ_NORTH,17.39
01/05/2024,11:00,N,LZ_RAYBN,17.31
01/05/2024,11:00,N,LZ_SOUTH,16.36
01/05/2024,11:00,N,LZ_WEST,16.42
01/05/2024,12:00,N,HB_BUSAVG,15.0
01/05/2024,12:00,N,HB_HOUSTON,15.29
01/05/2024,12:00,N,HB_HUBAVG,14.75
01/05/2024,12:00,N,HB_NORTH,15.45
01/05/2024,12:00,N,HB_PAN,14.33
01/05/2024,12:00,N,HB_SOUTH,14.34
01/05/2024,12:00,N,HB_WEST,13.92
01/05/2024,12:00,N,LZ_AEN,15.16
01/05/2024,12:00,N,LZ_CPS,15.2
01/05/2024,12:00,N,LZ_HOUSTON,15.34
01/05/2024,12:00,N,LZ_LCRA,15.29
01/05/2024,12:00,N,LZ_NORTH,16.46
01/05/2024,12:00,N,LZ_RAYBN,16.43
01/05/2024,12:00,N,LZ_SOUTH,13.68
01/05/2024,12:00,N,LZ_WEST,14.3
01/05/2024,13:00,N,HB_BUSAVG,10.86
01/05/2024,13:00,N,HB_HOUSTON,11.02
01/05/2024,13:00,N,HB_HUBAVG,10.67
01/05/2024,13:00,N,HB_NORTH,11.34
01/05/2024,13:00,N,HB_PAN,11.12
01/05/2024,13:00,N,HB_SOUTH,9.8
01/05/2024,13:00,N,HB_WEST,10.53
01/05/2024,13:00,N,LZ_AEN,11.31
01/05/2024,13:00,N,LZ_CPS,11.53
01/05/2024,13:00,N,LZ_HOUSTON,11.02
01/05/2024,13:00,N,LZ_LCRA,11.5
01/05/2024,13:00,N,LZ_NORTH,11.45
01/05/2024,13:00,N,LZ_RAYBN,11.37
01/05/2024,13:00,N,LZ_SOUTH,8.14
01/05/2024,13:00,N,LZ_WEST,10.77
01/05/2024,14:00,N,HB_BUSAVG,8.21
01/05/2024,14:00,N,HB_HOUSTON,8.41
01/05/2024,14:00,N,HB_HUBAVG,8.09
01/05/2024,14:00,N,HB_NORTH,8.45
01/05/2024,14:00,N,HB_PAN,8.19
01/05/2024,14:00,N,HB_SOUTH,7.78
01/05/2024,14:00,N,HB_WEST,7.73
01/05/2024,14:00,N,LZ_AEN,8.59
01/05/2024,14:00,N,LZ_CPS,8.83
01/05/2024,14:00,N,LZ_HOUSTON,8.41
01/05/2024,14:00,N,LZ_LCRA,8.83
01/05/2024,14:00,N,LZ_NORTH,8.54
01/05/2024,14:00,N,LZ_RAYBN,8.48
01/05/2024,14:00,N,LZ_SOUTH,7.19
01/05/2024,14:00,N,LZ_WEST,7.92
01/05/2024,15:00,N,HB_BUSAVG,6.93
01/05/2024,15:00,N,HB_HOUSTON,6.95
01/05/2024,15:00,N,HB_HUBAVG,6.89
01/05/2024,15:00,N,HB_NORTH,7.01
01/05/2024,15:00,N,HB_PAN,6.96
01/05/2024,15:00,N,HB_SOUTH,6.8
01/05/2024,15:00,N,HB_WEST,6.81
01/05/2024,15:00,N,LZ_AEN,6.96
01/05/2024,15:00,N,LZ_CPS,7.07
01/05/2024,15:00,N,LZ_HOUSTON,6.95
01/05/2024,15:00,N,LZ_LCRA,6.95
01/05/2024,15:00,N,LZ_NORTH,7.03
01/05/2024,15:00,N,LZ_RAYBN,7.02
01/05/2024,15:00,N,LZ_SOUTH,7.05
01/05/2024,15:00,N,LZ_WEST,6.85
01/05/2024,16:00,N,HB_BUSAVG,9.99
01/05/2024,16:00,N,HB_HOUSTON,10.01
01/05/2024,16:00,N,HB_HUBAVG,9.98
01/05/2024,16:00,N,HB_NORTH,10.0
01/05/2024,16:00,N,HB_PAN,9.98
01/05/2024,16:00,N,HB_SOUTH,9.97
01/05/2024,16:00,N,HB_WEST,9.95
01/05/2024,16:00,N,LZ_AEN,10.02
01/05/2024,16:00,N,LZ_CPS,10.04
01/05/2024,16:00,N,LZ_HOUSTON,10.01
01/05/2024,16:00,N,LZ_LCRA,10.01
01/05/2024,16:00,N,LZ_NORTH,10.0
01/05/2024,16:00,N,LZ_RAYBN,10.0
01/05/2024,16:00,N,LZ_SOUTH,10.7
01/05/2024,16:00,N,LZ_WEST,9.87
01/05/2024,17:00,N,HB_BUSAVG,18.29
01/05/2024,17:00,N,HB_HOUSTON,18.3
01/05/2024,17:00,N,HB_HUBAVG,18.29
01/05/2024,17:00,N,HB_NORTH,18.29
01/05/2024,17:00,N,HB_PAN,18.29
01/05/2024,17:00,N,HB_SOUTH,18.29
01/05/2024,17:00,N,HB_WEST,18.29
01/05/2024,17:00,N,LZ_AEN,18.29
01/05/2024,17:00,N,LZ_CPS,18.29
01/05/2024,17:00,N,LZ_HOUSTON,18.3
01/05/2024,17:00,N,LZ_LCRA,18.29
01/05/2024,17:00,N,LZ_NORTH,18.3
01/05/2024,17:00,N,LZ_RAYBN,18.3
01/05/2024,17:00,N,LZ_SOUTH,18.35
01/05/2024,17:00,N,LZ_WEST,18.3
01/05/2024,18:00,N,HB_BUSAVG,39.07
01/05/2024,18:00,N,HB_HOUSTON,38.91
01/05/2024,18:00,N,HB_HUBAVG,39.87
01/05/2024,18:00,N,HB_NORTH,38.04
01/05/2024,18:00,N,HB_PAN,37.94
01/05/2024,18:00,N,HB_SOUTH,39.48
01/05/2024,18:00,N,HB_WEST,43.05
01/05/2024,18:00,N,LZ_AEN,39.2
01/05/2024,18:00,N,LZ_CPS,39.75
01/05/2024,18:00,N,LZ_HOUSTON,39.03
01/05/2024,18:00,N,LZ_LCRA,39.45
01/05/2024,18:00,N,LZ_NORTH,38.03
01/05/2024,18:00,N,LZ_RAYBN,37.98
01/05/2024,18:00,N,LZ_SOUTH,39.78
01/05/2024,18:00,N,LZ_WEST,52.22
01/05/2024,19:00,N,HB_BUSAVG,34.21
01/05/2024,19:00,N,HB_HOUSTON,33.41
01/05/2024,19:00,N,HB_HUBAVG,35.73
01/05/2024,19:00,N,HB_NORTH,32.42
01/05/2024,19:00,N,HB_PAN,33.18
01/05/2024,19:00,N,HB_SOUTH,34.42
01/05/2024,19:00,N,HB_WEST,42.68
01/05/2024,19:00,N,LZ_AEN,33.83
01/05/2024,19:00,N,LZ_CPS,34.85
01/05/2024,19:00,N,LZ_HOUSTON,33.42
01/05/2024,19:00,N,LZ_LCRA,34.18
01/05/2024,19:00,N,LZ_NORTH,32.4
01/05/2024,19:00,N,LZ_RAYBN,32.37
01/05/2024,19:00,N,LZ_SOUTH,35.16
01/05/2024,19:00,N,LZ_WEST,64.6
01/05/2024,20:00,N,HB_BUSAVG,31.26
01/05/2024,20:00,N,HB_HOUSTON,30.37
01/05/2024,20:00,N,HB_HUBAVG,32.9
01/05/2024,20:00,N,HB_NORTH,29.34
01/05/2024,20:00,N,HB_PAN,30.34
01/05/2024,20:00,N,HB_SOUTH,31.43
01/05/2024,20:00,N,HB_WEST,40.48
01/05/2024,20:00,N,LZ_AEN,30.73
01/05/2024,20:00,N,LZ_CPS,31.92
01/05/2024,20:00,N,LZ_HOUSTON,30.37
01/05/2024,20:00,N,LZ_LCRA,31.13
01/05/2024,20:00,N,LZ_NORTH,29.32
01/05/2024,20:00,N,LZ_RAYBN,29.3
01/05/2024,20:00,N,LZ_SOUTH,32.42
01/05/2024,20:00,N,LZ_WEST,65.82
01/05/2024,21:00,N,HB_BUSAVG,31.13
01/05/2024,21:00,N,HB_HOUSTON,30.09
01/05/2024,21:00,N,HB_HUBAVG,33.03
01/05/2024,21:00,N,HB_NORTH,28.91
01/05/2024,21:00,N,HB_PAN,30.23
01/05/2024,21:00,N,HB_SOUTH,31.32
01/05/2024,21:00,N,HB_WEST,41.83
01/05/2024,21:00,N,LZ_AEN,30.41
01/05/2024,21:00,N,LZ_CPS,31.94
01/05/2024,21:00,N,LZ_HOUSTON,30.08
01/05/2024,21:00,N,LZ_LCRA,30.83
01/05/2024,21:00,N,LZ_NORTH,28.88
01/05/2024,21:00,N,LZ_RAYBN,28.87
01/05/2024,21:00,N,LZ_SOUTH,32.63
01/05/2024,21:00,N,LZ_WEST,72.21
01/05/2024,22:00,N,HB_BUSAVG,29.1
01/05/2024,22:00,N,HB_HOUSTON,27.78
01/05/2024,22:00,N,HB_HUBAVG,31.08
01/05/2024,22:00,N,HB_NORTH,26.95
01/05/2024,22:00,N,HB_PAN,28.8
01/05/2024,22:00,N,HB_SOUTH,28.68
01/05/2024,22:00,N,HB_WEST,40.91
01/05/2024,22:00,N,LZ_AEN,27.92
01/05/2024,22:00,N,LZ_CPS,29.14
01/05/2024,22:00,N,LZ_HOUSTON,27.76
01/05/2024,22:00,N,LZ_LCRA,28.3
01/05/2024,22:00,N,LZ_NORTH,26.94
01/05/2024,22:00,N,LZ_RAYBN,26.95
01/05/2024,22:00,N,LZ_SOUTH,30.03
01/05/2024,22:00,N,LZ_WEST,74.15
01/05/2024,23:00,N,HB_BUSAVG,28.94
01/05/2024,23:00,N,HB_HOUSTON,27.86
01/05/2024,23:00,N,HB_HUBAVG,31.03
01/05/2024,23:00,N,HB_NORTH,26.46
01/05/2024,23:00,N,HB_PAN,27.52
01/05/2024,23:00,N,HB_SOUTH,29.28
01/05/2024,23:00,N,HB_WEST,40.53
01/05/2024,23:00,N,LZ_AEN,28.37
01/05/2024,23:00,N,LZ_CPS,29.95
01/05/2024,23:00,N,LZ_HOUSTON,27.87
01/05/2024,23:00,N,LZ_LCRA,28.85
01/05/2024,23:00,N,LZ_NORTH,26.43
01/05/2024,23:00,N,LZ_RAYBN,26.38
01/05/2024,23:00,N,LZ_SOUTH,30.37
01/05/2024,23:00,N,LZ_WEST,71.38
01/05/2024,24:00,N,HB_BUSAVG,27.61
01/05/2024,24:00,N,HB_HOUSTON,26.37
01/05/2024,24:00,N,HB_HUBAVG,29.64
01/05/2024,24:00,N,HB_NORTH,25.34
01/05/2024,24:00,N,HB_PAN,26.79
01/05/2024,24:00,N,HB_SOUTH,27.44
01/05/2024,24:00,N,HB_WEST,39.4
01/05/2024,24:00,N,LZ_AEN,26.71
01/05/2024,24:00,N,LZ_CPS,27.94
01/05/2024,24:00,N,LZ_HOUSTON,26.37
01/05/2024,24:00,N,LZ_LCRA,27.12
01/05/2024,24:00,N,LZ_NORTH,25.32
01/05/2024,24:00,N,LZ_RAYBN,25.29
01/05/2024,24:00,N,LZ_SOUTH,28.35
01/05/2024,24:00,N,LZ_WEST,70.98
01/06/2024,01:00,N,HB_BUSAVG,26.04
01/06/2024,01:00,N,HB_HOUSTON,24.37
01/06/2024,01:00,N,HB_HUBAVG,28.87
01/06/2024,01:00,N,HB_NORTH,23.0
01/06/2024,01:00,N,HB_PAN,24.25
01/06/2024,01:00,N,HB_SOUTH,25.22
01/06/2024,01:00,N,HB_WEST,42.87
01/06/2024,01:00,N,LZ_AEN,25.31
01/06/2024,01:00,N,LZ_CPS,26.8
01/06/2024,01:00,N,LZ_HOUSTON,24.37
01/06/2024,01:00,N,LZ_LCRA,26.8
01/06/2024,01:00,N,LZ_NORTH,22.97
01/06/2024,01:00,N,LZ_RAYBN,22.88
01/06/2024,01:00,N,LZ_SOUTH,25.91
01/06/2024,01:00,N,LZ_WEST,80.85
01/06/2024,02:00,N,HB_BUSAVG,23.49
01/06/2024,02:00,N,HB_HOUSTON,21.92
01/06/2024,02:00,N,HB_HUBAVG,26.26
01/06/2024,02:00,N,HB_NORTH,20.48
01/06/2024,02:00,N,HB_PAN,21.53
01/06/2024,02:00,N,HB_SOUTH,22.84
01/06/2024,02:00,N,HB_WEST,39.8
01/06/2024,02:00,N,LZ_AEN,22.96
01/06/2024,02:00,N,LZ_CPS,24.42
01/06/2024,02:00,N,LZ_HOUSTON,21.92
01/06/2024,02:00,N,LZ_LCRA,24.54
01/06/2024,02:00,N,LZ_NORTH,20.45
01/06/2024,02:00,N,LZ_RAYBN,20.34
01/06/2024,02:00,N,LZ_SOUTH,23.49
01/06/2024,02:00,N,LZ_WEST,77.3
01/06/2024,03:00,N,HB_BUSAVG,23.04
01/06/2024,03:00,N,HB_HOUSTON,21.41
01/06/2024,03:00,N,HB_HUBAVG,25.96
01/06/2024,03:00,N,HB_NORTH,19.84
01/06/2024,03:00,N,HB_PAN,20.77
01/06/2024,03:00,N,HB_SOUTH,22.43
01/06/2024,03:00,N,HB_WEST,40.15
01/06/2024,03:00,N,LZ_AEN,22.52
01/06/2024,03:00,N,LZ_CPS,24.08
01/06/2024,03:00,N,LZ_HOUSTON,21.42
01/06/2024,03:00,N,LZ_LCRA,24.49
01/06/2024,03:00,N,LZ_NORTH,19.81
01/06/2024,03:00,N,LZ_RAYBN,19.69
01/06/2024,03:00,N,LZ_SOUTH,23.12
01/06/2024,03:00,N,LZ_WEST,77.72
01/06/2024,04:00,N,HB_BUSAVG,24.29
01/06/2024,04:00,N,HB_HOUSTON,22.67
01/06/2024,04:00,N,HB_HUBAVG,27.43
01/06/2024,04:00,N,HB_NORTH,20.78
01/06/2024,04:00,N,HB_PAN,21.45
01/06/2024,04:00,N,HB_SOUTH,23.85
01/06/2024,04:00,N,HB_WEST,42.42
01/06/2024,04:00,N,LZ_AEN,24.02
01/06/2024,04:00,N,LZ_CPS,25.72
01/06/2024,04:00,N,LZ_HOUSTON,22.69
01/06/2024,04:00,N,LZ_LCRA,26.15
01/06/2024,04:00,N,LZ_NORTH,20.75
01/06/2024,04:00,N,LZ_RAYBN,20.59
01/06/2024,04:00,N,LZ_SOUTH,24.4
01/06/2024,04:00,N,LZ_WEST,81.28
01/06/2024,05:00,N,HB_BUSAVG,25.92
01/06/2024,05:00,N,HB_HOUSTON,24.29
01/06/2024,05:00,N,HB_HUBAVG,29.06
01/06/2024,05:00,N,HB_NORTH,22.41
01/06/2024,05:00,N,HB_PAN,22.93
01/06/2024,05:00,N,HB_SOUTH,25.43
01/06/2024,05:00,N,HB_WEST,44.1
01/06/2024,05:00,N,LZ_AEN,25.68
01/06/2024,05:00,N,LZ_CPS,27.37
01/06/2024,05:00,N,LZ_HOUSTON,24.32
01/06/2024,05:00,N,LZ_LCRA,27.91
01/06/2024,05:00,N,LZ_NORTH,22.38
01/06/2024,05:00,N,LZ_RAYBN,22.22
01/06/2024,05:00,N,LZ_SOUTH,25.93
01/06/2024,05:00,N,LZ_WEST,81.26
01/06/2024,06:00,N,HB_BUSAVG,30.48
01/06/2024,06:00,N,HB_HOUSTON,28.92
01/06/2024,06:00,N,HB_HUBAVG,34.12
01/06/2024,06:00,N,HB_NORTH,26.16
01/06/2024,06:00,N,HB_PAN,26.01
01/06/2024,06:00,N,HB_SOUTH,30.94
01/06/2024,06:00,N,HB_WEST,50.44
01/06/2024,06:00,N,LZ_AEN,30.79
01/06/2024,06:00,N,LZ_CPS,33.1
01/06/2024,06:00,N,LZ_HOUSTON,28.98
01/06/2024,06:00,N,LZ_LCRA,33.0
01/06/2024,06:00,N,LZ_NORTH,26.1
01/06/2024,06:00,N,LZ_RAYBN,25.87
01/06/2024,06:00,N,LZ_SOUTH,31.28
01/06/2024,06:00,N,LZ_WEST,90.48
01/06/2024,07:00,N,HB_BUSAVG,43.43
01/06/2024,07:00,N,HB_HOUSTON,42.06
01/06/2024,07:00,N,HB_HUBAVG,46.54
01/06/2024,07:00,N,HB_NORTH,39.9
01/06/2024,07:00,N,HB_PAN,39.75
01/06/2024,07:00,N,HB_SOUTH,43.14
01/06/2024,07:00,N,HB_WEST,61.07
01/06/2024,07:00,N,LZ_AEN,43.54
01/06/2024,07:00,N,LZ_CPS,45.44
01/06/2024,07:00,N,LZ_HOUSTON,42.1
01/06/2024,07:00,N,LZ_LCRA,45.58
01/06/2024,07:00,N,LZ_NORTH,39.91
01/06/2024,07:00,N,LZ_RAYBN,39.65
01/06/2024,07:00,N,LZ_SOUTH,43.3
01/06/2024,07:00,N,LZ_WEST,97.0
01/06/2024,08:00,N,HB_BUSAVG,46.38
01/06/2024,08:00,N,HB_HOUSTON,44.99
01/06/2024,08:00,N,HB_HUBAVG,49.54
01/06/2024,08:00,N,HB_NORTH,42.73
01/06/2024,08:00,N,HB_PAN,41.93
01/06/2024,08:00,N,HB_SOUTH,46.32
01/06/2024,08:00,N,HB_WEST,64.13
01/06/2024,08:00,N,LZ_AEN,46.74
01/06/2024,08:00,N,LZ_CPS,48.6
01/06/2024,08:00,N,LZ_HOUSTON,45.07
01/06/2024,08:00,N,LZ_LCRA,48.77
01/06/2024,08:00,N,LZ_NORTH,42.88
01/06/2024,08:00,N,LZ_RAYBN,42.37
01/06/2024,08:00,N,LZ_SOUTH,46.47
01/06/2024,08:00,N,LZ_WEST,97.43
01/06/2024,09:00,N,HB_BUSAVG,32.52
01/06/2024,09:00,N,HB_HOUSTON,32.34
01/06/2024,09:00,N,HB_HUBAVG,33.4
01/06/2024,09:00,N,HB_NORTH,31.46
01/06/2024,09:00,N,HB_PAN,30.76
01/06/2024,09:00,N,HB_SOUTH,32.67
01/06/2024,09:00,N,HB_WEST,37.15
01/06/2024,09:00,N,LZ_AEN,33.01
01/06/2024,09:00,N,LZ_CPS,33.69
01/06/2024,09:00,N,LZ_HOUSTON,32.37
01/06/2024,09:00,N,LZ_LCRA,33.48
01/06/2024,09:00,N,LZ_NORTH,31.51
01/06/2024,09:00,N,LZ_RAYBN,31.3
01/06/2024,09:00,N,LZ_SOUTH,32.36
01/06/2024,09:00,N,LZ_WEST,44.0
01/06/2024,10:00,N,HB_BUSAVG,19.95
01/06/2024,10:00,N,HB_HOUSTON,19.96
01/06/2024,10:00,N,HB_HUBAVG,19.95
01/06/2024,10:00,N,HB_NORTH,19.96
01/06/2024,10:00,N,HB_PAN,20.01
01/06/2024,10:00,N,HB_SOUTH,19.86
01/06/2024,10:00,N,HB_WEST,20.01
01/06/2024,10:00,N,LZ_AEN,19.97
01/06/2024,10:00,N,LZ_CPS,19.97
01/06/2024,10:00,N,LZ_HOUSTON,19.96
01/06/2024,10:00,N,LZ_LCRA,19.97
01/06/2024,10:00,N,LZ_NORTH,20.06
01/06/2024,10:00,N,LZ_RAYBN,19.91
01/06/2024,10:00,N,LZ_SOUTH,19.82
01/06/2024,10:00,N,LZ_WEST,20.03
01/06/2024,11:00,N,HB_BUSAVG,18.6
01/06/2024,11:00,N,HB_HOUSTON,18.62
01/06/2024,11:00,N,HB_HUBAVG,18.6
01/06/2024,11:00,N,HB_NORTH,18.62
01/06/2024,11:00,N,HB_PAN,18.62
01/06/2024,11:00,N,HB_SOUTH,18.54
01/06/2024,11:00,N,HB_WEST,18.62
01/06/2024,11:00,N,LZ_AEN,18.62
01/06/2024,11:00,N,LZ_CPS,18.62
01/06/2024,11:00,N,LZ_HOUSTON,18.62
01/06/2024,11:00,N,LZ_LCRA,18.62
01/06/2024,11:00,N,LZ_NORTH,18.62
01/06/2024,11:00,N,LZ_RAYBN,18.62
01/06/2024,11:00,N,LZ_SOUTH,18.47
01/06/2024,11:00,N,LZ_WEST,18.65
01/06/2024,12:00,N,HB_BUSAVG,18.17
01/06/2024,12:00,N,HB_HOUSTON,18.19
01/06/2024,12:00,N,HB_HUBAVG,18.16
01/06/2024,12:00,N,HB_NORTH,18.19
01/06/2024,12:00,N,HB_PAN,18.19
01/06/2024,12:00,N,HB_SOUTH,18.08
01/06/2024,12:00,N,HB_WEST,18.19
01/06/2024,12:00,N,LZ_AEN,18.19
01/06/2024,12:00,N,LZ_CPS,18.19
01/06/2024,12:00,N,LZ_HOUSTON,18.19
01/06/2024,12:00,N,LZ_LCRA,18.19
01/06/2024,12:00,N,LZ_NORTH,18.19
01/06/2024,12:00,N,LZ_RAYBN,18.19
01/06/2024,12:00,N,LZ_SOUTH,17.99
01/06/2024,12:00,N,LZ_WEST,18.22
01/06/2024,13:00,N,HB_BUSAVG,15.39
01/06/2024,13:00,N,HB_HOUSTON,15.39
01/06/2024,13:00,N,HB_HUBAVG,15.39
01/06/2024,13:00,N,HB_NORTH,15.39
01/06/2024,13:00,N,HB_PAN,15.4
01/06/2024,13:00,N,HB_SOUTH,15.37
01/06/2024,13:00,N,HB_WEST,15.39
01/06/2024,13:00,N,LZ_AEN,15.39
01/06/2024,13:00,N,LZ_CPS,15.39
01/06/2024,13:00,N,LZ_HOUSTON,15.39
01/06/2024,13:00,N,LZ_LCRA,15.38
01/06/2024,13:00,N,LZ_NORTH,15.4
01/06/2024,13:00,N,LZ_RAYBN,15.4
01/06/2024,13:00,N,LZ_SOUTH,15.36
01/06/2024,13:00,N,LZ_WEST,15.39
01/06/2024,14:00,N,HB_BUSAVG,14.75
01/06/2024,14:00,N,HB_HOUSTON,14.75
01/06/2024,14:00,N,HB_HUBAVG,14.75
01/06/2024,14:00,N,HB_NORTH,14.75
01/06/2024,14:00,N,HB_PAN,14.75
01/06/2024,14:00,N,HB_SOUTH,14.75
01/06/2024,14:00,N,HB_WEST,14.74
01/06/2024,14:00,N,LZ_AEN,14.75
01/06/2024,14:00,N,LZ_CPS,14.75
01/06/2024,14:00,N,LZ_HOUSTON,14.75
01/06/2024,14:00,N,LZ_LCRA,14.75
01/06/2024,14:00,N,LZ_NORTH,14.75
01/06/2024,14:00,N,LZ_RAYBN,14.75
01/06/2024,14:00,N,LZ_SOUTH,14.75
01/06/2024,14:00,N,LZ_WEST,14.73
01/06/2024,15:00,N,HB_BUSAVG,14.07
01/06/2024,15:00,N,HB_HOUSTON,14.07
01/06/2024,15:00,N,HB_HUBAVG,14.07
01/06/2024,15:00,N,HB_NORTH,14.07
01/06/2024,15:00,N,HB_PAN,14.06
01/06/2024,15:00,N,HB_SOUTH,14.07
01/06/2024,15:00,N,HB_WEST,14.06
01/06/2024,15:00,N,LZ_AEN,14.07
01/06/2024,15:00,N,LZ_CPS,14.07
01/06/2024,15:00,N,LZ_HOUSTON,14.07
01/06/2024,15:00,N,LZ_LCRA,14.06
01/06/2024,15:00,N,LZ_NORTH,14.07
01/06/2024,15:00,N,LZ_RAYBN,14.07
01/06/2024,15:00,N,LZ_SOUTH,14.08
01/06/2024,15:00,N,LZ_WEST,14.04
01/06/2024,16:00,N,HB_BUSAVG,14.47
01/06/2024,16:00,N,HB_HOUSTON,14.47
01/06/2024,16:00,N,HB_HUBAVG,14.47
01/06/2024,16:00,N,HB_NORTH,14.47
01/06/2024,16:00,N,HB_PAN,14.46
01/06/2024,16:00,N,HB_SOUTH,14.47
01/06/2024,16:00,N,HB_WEST,14.46
01/06/2024,16:00,N,LZ_AEN,14.47
01/06/2024,16:00,N,LZ_CPS,14.47
01/06/2024,16:00,N,LZ_HOUSTON,14.47
01/06/2024,16:00,N,LZ_LCRA,14.47
01/06/2024,16:00,N,LZ_NORTH,14.47
01/06/2024,16:00,N,LZ_RAYBN,14.47
01/06/2024,16:00,N,LZ_SOUTH,14.48
01/06/2024,16:00,N,LZ_WEST,14.45
01/06/2024,17:00,N,HB_BUSAVG,19.49
01/06/2024,17:00,N,HB_HOUSTON,19.52
01/06/2024,17:00,N,HB_HUBAVG,19.48
01/06/2024,17:00,N,HB_NORTH,19.55
01/06/2024,17:00,N,HB_PAN,19.54
01/06/2024,17:00,N,HB_SOUTH,19.31
01/06/2024,17:00,N,HB_WEST,19.54
01/06/2024,17:00,N,LZ_AEN,19.52
01/06/2024,17:00,N,LZ_CPS,19.52
01/06/2024,17:00,N,LZ_HOUSTON,19.52
01/06/2024,17:00,N,LZ_LCRA,19.52
01/06/2024,17:00,N,LZ_NORTH,19.55
01/06/2024,17:00,N,LZ_RAYBN,19.58
01/06/2024,17:00,N,LZ_SOUTH,19.16
01/06/2024,17:00,N,LZ_WEST,19.54
01/06/2024,18:00,N,HB_BUSAVG,36.2
01/06/2024,18:00,N,HB_HOUSTON,36.06
01/06/2024,18:00,N,HB_HUBAVG,36.59
01/06/2024,18:00,N,HB_NORTH,35.93
01/06/2024,18:00,N,HB_PAN,36.21
01/06/2024,18:00,N,HB_SOUTH,35.47
01/06/2024,18:00,N,HB_WEST,38.89
01/06/2024,18:00,N,LZ_AEN,36.2
01/06/2024,18:00,N,LZ_CPS,36.51
01/06/2024,18:00,N,LZ_HOUSTON,36.06
01/06/2024,18:00,N,LZ_LCRA,36.4
01/06/2024,18:00,N,LZ_NORTH,35.93
01/06/2024,18:00,N,LZ_RAYBN,35.92
01/06/2024,18:00,N,LZ_SOUTH,34.96
01/06/2024,18:00,N,LZ_WEST,44.84
01/06/2024,19:00,N,HB_BUSAVG,33.14
01/06/2024,19:00,N,HB_HOUSTON,32.49
01/06/2024,19:00,N,HB_HUBAVG,34.32
01/06/2024,19:00,N,HB_NORTH,31.86
01/06/2024,19:00,N,HB_PAN,32.34
01/06/2024,19:00,N,HB_SOUTH,32.89
01/06/2024,19:00,N,HB_WEST,40.02
01/06/2024,19:00,N,LZ_AEN,32.89
01/06/2024,19:00,N,LZ_CPS,33.66
01/06/2024,19:00,N,LZ_HOUSTON,32.49
01/06/2024,19:00,N,LZ_LCRA,33.44
01/06/2024,19:00,N,LZ_NORTH,31.85
01/06/2024,19:00,N,LZ_RAYBN,31.81
01/06/2024,19:00,N,LZ_SOUTH,33.13
01/06/2024,19:00,N,LZ_WEST,55.53
01/06/2024,20:00,N,HB_BUSAVG,35.25
01/06/2024,20:00,N,HB_HOUSTON,34.54
01/06/2024,20:00,N,HB_HUBAVG,36.64
01/06/2024,20:00,N,HB_NORTH,33.7
01/06/2024,20:00,N,HB_PAN,34.1
01/06/2024,20:00,N,HB_SOUTH,35.0
01/06/2024,20:00,N,HB_WEST,43.32
01/06/2024,20:00,N,LZ_AEN,35.08
01/06/2024,20:00,N,LZ_CPS,36.0
01/06/2024,20:00,N,LZ_HOUSTON,34.54
01/06/2024,20:00,N,LZ_LCRA,35.8
01/06/2024,20:00,N,LZ_NORTH,33.69
01/06/2024,20:00,N,LZ_RAYBN,33.63
01/06/2024,20:00,N,LZ_SOUTH,35.19
01/06/2024,20:00,N,LZ_WEST,60.47
01/06/2024,21:00,N,HB_BUSAVG,34.38
01/06/2024,21:00,N,HB_HOUSTON,33.36
01/06/2024,21:00,N,HB_HUBAVG,36.22
01/06/2024,21:00,N,HB_NORTH,32.34
01/06/2024,21:00,N,HB_PAN,32.88
01/06/2024,21:00,N,HB_SOUTH,34.14
01/06/2024,21:00,N,HB_WEST,45.03
01/06/2024,21:00,N,LZ_AEN,34.04
01/06/2024,21:00,N,LZ_CPS,35.07
01/06/2024,21:00,N,LZ_HOUSTON,33.37
01/06/2024,21:00,N,LZ_LCRA,35.07
01/06/2024,21:00,N,LZ_NORTH,32.31
01/06/2024,21:00,N,LZ_RAYBN,32.24
01/06/2024,21:00,N,LZ_SOUTH,34.6
01/06/2024,21:00,N,LZ_WEST,67.43
01/06/2024,22:00,N,HB_BUSAVG,27.88
01/06/2024,22:00,N,HB_HOUSTON,26.78
01/06/2024,22:00,N,HB_HUBAVG,30.15
01/06/2024,22:00,N,HB_NORTH,25.23
01/06/2024,22:00,N,HB_PAN,24.49
01/06/2024,22:00,N,HB_SOUTH,27.96
01/06/2024,22:00,N,HB_WEST,40.63
01/06/2024,22:00,N,LZ_AEN,27.74
01/06/2024,22:00,N,LZ_CPS,29.1
01/06/2024,22:00,N,LZ_HOUSTON,26.8
